List,VideoGroup,VerbDomain,itemID,eventType,Condition,Manner,Path,verbName,verbMeaning,ambigGoingTo,ambigDidIt,ambigV,whichOne,mBiasV,pBiasV,trainS1Going,trainS1DidIt,trainV1,trainS2Going,trainS2DidIt,trainV2,trainS3Going,trainS3DidIt,trainV3,mTestV,pTestV,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio,starImage,xxxxx,ext_Path_Effect,extVerbName,ext_Manner_Means,extBiasVid,extAmbigAudioFuture,extAmbigAudioPast,extTestMannerVid,extTestPathVid,extLetsFind,extWhichOne,extStarImage
8,Path_Ext,NA,8.6,Motion,Path_Agent_Ext,stoopwalk,through,pimming,through,The monster is going to pim through the flowers.,The monster pimmed through the flowers.,stoopwalk.through.flowers.5.mov,Which one is pimming?,stoopwalk.between.swings.5.mov,tiptoe.through.lighthouse.5.mov,The monster is going to pim through the tunnel. ,The monster pimmed through the tunnel. ,crabwalk.through.tunnel.5.mov,The monster is going to pim through the tree. ,The monster pimmed through the tree. ,hop.through.tree.5.mov,The monster is going to pim through the waterfall.,The monster pimmed through the waterfall.,flapwalk.through.waterfall.5.mov,stoopwalk.front.fishtank.5.mov,crawl.through.pyramid.5.mov,pimming_path_future_flowers.wav,pimming_path_past_flowers.wav,pimming_path_future_tunnel.wav,pimming_path_past_tunnel.wav,pimming_path_future_trees.wav,pimming_path_past_trees.wav,pimming_path_future_waterfall.wav,pimming_path_past_waterfall.wav,which_pimming.wav,letsfindpimming.wav,longstars.009.jpeg,xxxxx,bend,klebbing,pliers,pliers.bend.candle.5s.mov,klebbing_manner_future_candle.wav,klebbing_manner_past_candle.wav,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,letsfindklebbing.wav,which_klebbing.wav,longstars.017.jpeg
8,Path_Ext,NA,8.7,Motion,Path_Agent_Ext,tiptoe,over,birking,over,The monster is going to birk over the cone.,The monster birked over the cone.,tiptoe.over.cone.5.mov,Which one is birking?,tiptoe.front.snowplow.5.mov,stoopwalk.over.haystack.5.mov,The monster is going to birk over the book. ,The monster birked over the book. ,hop.over.book.5.mov,The monster is going to birk over the tires. ,The monster birked over the tires. ,crabwalk.over.tires.5.mov,The monster is going to birk over the mountain.,The monster birked over the mountain.,crawl.over.mountain.5.mov,tiptoe.between.pigs.5.mov,flapwalk.over.plane.5.mov,birking_path_future_cone.wav,birking_path_past_cone.wav,birking_path_future_book.wav,birking_path_past_book.wav,birking_path_future_tires.wav,birking_path_past_tires.wav,birking_path_future_mountain.wav,birking_path_past_mountain.wav,which_birking.wav,letsfindbirking.wav,longstars.010.jpeg,xxxxx,empty,wugging,poker,poker.empty.trash.5s.mov,wugging_manner_future_trash.wav,wugging_manner_past_trash.wav,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,letsfindwugging.wav,which_wugging.wav,longstars.018.jpeg
8,Path_Ext,NA,8.8,Motion,Path_Agent_Ext,walk,front,dacking,front,The monster is going to dack in front of the elephant.,The monster dacked in front of the elephant.,walk.front.elephant.5.mov,Which one is dacking?,walk.over.sandpile.5.mov,roll.front.giraffe.5.mov,The monster is going to dack in front of the penguin. ,The monster dacked in front of the penguin. ,flapwalk.front.penguin.5.mov,The monster is going to dack in front of the bench. ,The monster dacked in front of the bench. ,crawl.front.bench.5.mov,The monster is going to dack in front of the bell.,The monster dacked in front of the bell.,crabwalk.front.bell.5.mov,walk.through.hut.5.mov,hop.front.bunny.5.mov,dacking_path_future_elephant.wav,dacking_path_past_elephant.wav,dacking_path_future_penguin.wav,dacking_path_past_penguin.wav,dacking_path_future_bench.wav,dacking_path_past_bench.wav,dacking_path_future_bell.wav,dacking_path_past_bell.wav,which_dacking.wav,letsfinddacking.wav,longstars.011.jpeg,xxxxx,flatten,rolting,trowel,trowel.flatten.sand.5s.mov,rolting_manner_future_sand.wav,rolting_manner_past_sand.wav,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,letsfindrolting.wav,which_rolting.wav,longstars.019.jpeg
9,Effect_Ext,NA,9.1,Causal,Effect_Ext,bat,break,blicking,break,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.5s.mov,Which one is blicking?,bat.flatten.cupcake.5s.mov,comb.break.cookies.5s.mov,The monster is going to blick the frame. ,The monster blicked the frame. ,knife.break.frame.5s.mov,The monster is going to blick the piggybank. ,The monster blicked the piggybank. ,poker.break.piggybank.5s.mov,The monster is going to blick the bone.,The monster blicked the bone.,hammer.break.bone.5s.mov,bat.open.babybottle.5s.mov,pliers.break.eyeglasses.5s.mov,blicking_path_future_record.wav,blicking_path_past_record.wav,blicking_path_future_frame.wav,blicking_path_past_frame.wav,blicking_path_future_piggybank.wav,blicking_path_past_piggybank.wav,blicking_path_future_bone.wav,blicking_path_past_bone.wav,which_blicking.wav,letsfindblicking.wav,longstars.004.jpeg,xxxxx,into,krading,crabwalk,crabwalk.into.garage.5.mov,krading_manner_future_garage.wav,krading_manner_past_garage.wav,crabwalk.down.birdhouse.5s.mov,hop.into.cabin.5s.mov,letsfindkrading.wav,which_krading.wav,longstars.012.jpeg
9,Effect_Ext,NA,9.2,Causal,Effect_Ext,comb,rip,gossing,rip,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.5s.mov,Which one is gossing?,comb.open.book.5s.mov,bat.rip.kite.5s.mov,The monster is going to goss the pants. ,The monster gossed the pants. ,poker.rip.pants.5s.mov,The monster is going to goss the newspaper. ,The monster gossed the newspaper. ,knife.rip.newspaper.5s.mov,The monster is going to goss the tablecloth.,The monster gossed the tablecloth.,pliers.rip.tablecloth.5s.mov,comb.flatten.burger.5s.mov,hammer.rip.shirt.5s.mov,gossing_path_future_armchair.wav,gossing_path_past_armchair.wav,gossing_path_future_pants.wav,gossing_path_past_pants.wav,gossing_path_future_newspaper.wav,gossing_path_past_newspaper.wav,gossing_path_future_tablecloth.wav,gossing_path_past_tablecloth.wav,which_gossing.wav,letsfindgossing.wav,longstars.005.jpeg,xxxxx,down,glipping,crawl,crawl.down.clown.5.mov,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,crawl.into.cave.5s.mov,flapwalk.down.frog.5s.mov,letsfindglipping.wav,which_glipping.wav,longstars.013.jpeg
9,Effect_Ext,NA,9.3,Causal,Effect_Ext,crowbar,open,zicking,open,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.5s.mov,Which one is zicking?,crowbar.rip.pillow.5s.mov,trowel.open.door.5s.mov,The monster is going to zick the envelope. ,The monster zicked the envelope. ,hammer.open.envelope.5s.mov,The monster is going to zick the jar. ,The monster zicked the jar. ,pliers.open.jar.5s.mov,The monster is going to zick the box.,The monster zicked the box.,knife.open.box.5s.mov,crowbar.break.shoe.5s.mov,poker.open.window.5s.mov,zicking_path_future_grill.wav,zicking_path_past_grill.wav,zicking_path_future_envelope.wav,zicking_path_past_envelope.wav,zicking_path_future_jar.wav,zicking_path_past_jar.wav,zicking_path_future_box.wav,zicking_path_past_box.wav,which_zicking.wav,letsfindzicking.wav,longstars.006.jpeg,xxxxx,up,zarking,flapwalk,flapwalk.up.cat.5.mov,zarking_manner_future_cat.wav,zarking_manner_past_cat.wav,flapwalk.around.horse.5s.mov,crawl.up.swan.5s.mov,letsfindzarking.wav,which_zarking.wav,longstars.014.jpeg
9,Effect_Ext,NA,9.4,Causal,Effect_Ext,hammer,crush,nibbing,crush,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.5s.mov,Which one is nibbing?,hammer.empty.brushcontainer.5s.mov,pliers.crush.candycanes.5s.mov,The monster is going to nib the soap. ,The monster nibbed the soap. ,crowbar.crush.soap.5s.mov,The monster is going to nib the bottle. ,The monster nibbed the bottle. ,trowel.crush.bottle.5s.mov,The monster is going to nib the nuts.,The monster nibbed the nuts.,bat.crush.nuts.5s.mov,hammer.cut.watermelon.5s.mov,comb.crush.juicebox.5s.mov,nibbing_path_future_strawberries.wav,nibbing_path_past_strawberries.wav,nibbing_path_future_soap.wav,nibbing_path_past_soap.wav,nibbing_path_future_bottle.wav,nibbing_path_past_bottle.wav,nibbing_path_future_nuts.wav,nibbing_path_past_nuts.wav,which_nibbing.wav,letsfindnibbing.wav,longstars.007.jpeg,xxxxx,around,molking,hop,hop.around.penguin.5.mov,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,hop.up.deer.5s.mov,crawl.around.birdhouse.5s.mov,letsfindmolking.wav,which_molking.wav,longstars.015.jpeg
9,Effect_Ext,NA,9.5,Causal,Effect_Ext,knife,cut,gorping,cut,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.5s.mov,Which one is gorping?,knife.bend.fork.5s.mov,poker.cut.curtain.5s.mov,The monster is going to gorp the bagel. ,The monster gorped the bagel. ,bat.cut.bagel.5s.mov,The monster is going to gorp the pie. ,The monster gorped the pie. ,comb.cut.pie.5s.mov,The monster is going to gorp the cucumber.,The monster gorped the cucumber.,crowbar.cut.cucumber.5s.mov,knife.crush.apple.5s.mov,trowel.cut.cheese.5s.mov,gorping_path_future_bread.wav,gorping_path_past_bread.wav,gorping_path_future_bagel.wav,gorping_path_past_bagel.wav,gorping_path_future_pie.wav,gorping_path_past_pie.wav,gorping_path_future_cucumber.wav,gorping_path_past_cucumber.wav,which_gorping.wav,letsfindgorping.wav,longstars.008.jpeg,xxxxx,between,torging,roll,roll.between.trees.5.mov,torging_manner_future_trees.wav,torging_manner_past_trees.wav,roll.through.tent.5s.mov,walk.between.buildings.5s.mov,letsfindtorging.wav,which_torging.wav,longstars.016.jpeg
9,Effect_Ext,NA,9.6,Causal,Effect_Ext,pliers,bend,klebbing,bend,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.5s.mov,Which one is klebbing?,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,The monster is going to kleb the watering can. ,The monster klebbed the watering can. ,trowel.bend.wateringcan.5s.mov,The monster is going to kleb the spatula. ,The monster klebbed the spatula. ,crowbar.bend.spatula.5s.mov,The monster is going to kleb the coat hanger.,The monster klebbed the coat hanger.,comb.bend.coathanger.5s.mov,pliers.empty.glass.5s.mov,bat.bend.flagpole.5s.mov,klebbing_path_future_candle.wav,klebbing_path_past_candle.wav,klebbing_path_future_wateringcan.wav,klebbing_path_past_wateringcan.wav,klebbing_path_future_spatula.wav,klebbing_path_past_spatula.wav,klebbing_path_future_coathanger.wav,klebbing_path_past_coathanger.wav,which_klebbing.wav,letsfindklebbing.wav,longstars.009.jpeg,xxxxx,through,pimming,stoopwalk,stoopwalk.through.flowers.5.mov,pimming_manner_future_flowers.wav,pimming_manner_past_flowers.wav,stoopwalk.between.swings.5s.mov,tiptoe.through.lighthouse.5s.mov,letsfindpimming.wav,which_pimming.wav,longstars.017.jpeg
9,Effect_Ext,NA,9.7,Causal,Effect_Ext,poker,empty,wugging,empty,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.5s.mov,Which one is wugging?,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,The monster is going to wug the bowl. ,The monster wugged the bowl. ,comb.empty.bowl.5s.mov,The monster is going to wug the grocery bag. ,The monster wugged the grocery bag. ,bat.empty.grocerybag.5s.mov,The monster is going to wug the vase.,The monster wugged the vase.,trowel.empty.vase.5s.mov,poker.bend.lamp.5s.mov,crowbar.empty.detergentcontainer.5s.mov,wugging_path_future_trash.wav,wugging_path_past_trash.wav,wugging_path_future_bowl.wav,wugging_path_past_bowl.wav,wugging_path_future_grocerybag.wav,wugging_path_past_grocerybag.wav,wugging_path_future_vase.wav,wugging_path_past_vase.wav,which_wugging.wav,letsfindwugging.wav,longstars.010.jpeg,xxxxx,over,birking,tiptoe,tiptoe.over.cone.5.mov,birking_manner_future_cone.wav,birking_manner_past_cone.wav,tiptoe.front.snowplow.5s.mov,stoopwalk.over.haystack.5s.mov,letsfindbirking.wav,which_birking.wav,longstars.018.jpeg
9,Effect_Ext,NA,9.8,Causal,Effect_Ext,trowel,flatten,rolting,flatten,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.5s.mov,Which one is rolting?,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,The monster is going to rolt the pumpkin. ,The monster rolted the pumpkin. ,pliers.flatten.pumpkin.5s.mov,The monster is going to rolt the sandwich. ,The monster rolted the sandwich. ,hammer.flatten.sandwich.5s.mov,The monster is going to rolt the cake.,The monster rolted the cake.,poker.flatten.cake.5s.mov,trowel.rip.sack.5s.mov,knife.flatten.sponge.5s.mov,rolting_path_future_sand.wav,rolting_path_past_sand.wav,rolting_path_future_pumpkin.wav,rolting_path_past_pumpkin.wav,rolting_path_future_sandwich.wav,rolting_path_past_sandwich.wav,rolting_path_future_cake.wav,rolting_path_past_cake.wav,which_rolting.wav,letsfindrolting.wav,longstars.011.jpeg,xxxxx,front,dacking,walk,walk.front.elephant.5.mov,dacking_manner_future_elephant.wav,dacking_manner_past_elephant.wav,walk.over.sandpile.5s.mov,roll.front.giraffe.5s.mov,letsfinddacking.wav,which_dacking.wav,longstars.019.jpeg
10,Means_Ext,NA,10.1,Causal,Means_Ext,bat,break,blicking,bat,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.5s.mov,Which one is blicking?,bat.flatten.cupcake.5s.mov,comb.break.cookies.5s.mov,The monster is going to blick the bagel. ,The monster blicked the bagel. ,bat.cut.bagel.5s.mov,The monster is going to blick the grocery bag. ,The monster blicked the grocery bag. ,bat.empty.grocerybag.5s.mov,The monster is going to blick the nuts.,The monster blicked the nuts.,bat.crush.nuts.5s.mov,bat.open.babybottle.5s.mov,pliers.break.eyeglasses.5s.mov,blicking_manner_future_record.wav,blicking_manner_past_record.wav,blicking_manner_future_bagel.wav,blicking_manner_past_bagel.wav,blicking_manner_future_grocerybag.wav,blicking_manner_past_grocerybag.wav,blicking_manner_future_nuts.wav,blicking_manner_past_nuts.wav,which_blicking.wav,letsfindblicking.wav,longstars.004.jpeg,xxxxx,into,krading,crabwalk,crabwalk.into.garage.5.mov,krading_manner_future_garage.wav,krading_manner_past_garage.wav,crabwalk.down.birdhouse.5s.mov,hop.into.cabin.5s.mov,letsfindkrading.wav,which_krading.wav,longstars.012.jpeg
10,Means_Ext,NA,10.2,Causal,Means_Ext,comb,rip,gossing,comb,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.5s.mov,Which one is gossing?,comb.open.book.5s.mov,bat.rip.kite.5s.mov,The monster is going to goss the bowl. ,The monster gossed the bowl. ,comb.empty.bowl.5s.mov,The monster is going to goss the pie. ,The monster gossed the pie. ,comb.cut.pie.5s.mov,The monster is going to goss the coat hanger.,The monster gossed the coat hanger.,comb.bend.coathanger.5s.mov,comb.flatten.burger.5s.mov,hammer.rip.shirt.5s.mov,gossing_manner_future_armchair.wav,gossing_manner_past_armchair.wav,gossing_manner_future_bowl.wav,gossing_manner_past_bowl.wav,gossing_manner_future_pie.wav,gossing_manner_past_pie.wav,gossing_manner_future_coathanger.wav,gossing_manner_past_coathanger.wav,which_gossing.wav,letsfindgossing.wav,longstars.005.jpeg,xxxxx,down,glipping,crawl,crawl.down.clown.5.mov,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,crawl.into.cave.5s.mov,flapwalk.down.frog.5s.mov,letsfindglipping.wav,which_glipping.wav,longstars.013.jpeg
10,Means_Ext,NA,10.3,Causal,Means_Ext,crowbar,open,zicking,crowbar,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.5s.mov,Which one is zicking?,crowbar.rip.pillow.5s.mov,trowel.open.door.5s.mov,The monster is going to zick the soap. ,The monster zicked the soap. ,crowbar.crush.soap.5s.mov,The monster is going to zick the spatula. ,The monster zicked the spatula. ,crowbar.bend.spatula.5s.mov,The monster is going to zick the cucumber.,The monster zicked the cucumber.,crowbar.cut.cucumber.5s.mov,crowbar.break.shoe.5s.mov,poker.open.window.5s.mov,zicking_manner_future_grill.wav,zicking_manner_past_grill.wav,zicking_manner_future_soap.wav,zicking_manner_past_soap.wav,zicking_manner_future_spatula.wav,zicking_manner_past_spatula.wav,zicking_manner_future_cucumber.wav,zicking_manner_past_cucumber.wav,which_zicking.wav,letsfindzicking.wav,longstars.006.jpeg,xxxxx,up,zarking,flapwalk,flapwalk.up.cat.5.mov,zarking_manner_future_cat.wav,zarking_manner_past_cat.wav,flapwalk.around.horse.5s.mov,crawl.up.swan.5s.mov,letsfindzarking.wav,which_zarking.wav,longstars.014.jpeg
10,Means_Ext,NA,10.4,Causal,Means_Ext,hammer,crush,nibbing,hammer,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.5s.mov,Which one is nibbing?,hammer.empty.brushcontainer.5s.mov,pliers.crush.candycanes.5s.mov,The monster is going to nib the envelope. ,The monster nibbed the envelope. ,hammer.open.envelope.5s.mov,The monster is going to nib the sandwich. ,The monster nibbed the sandwich. ,hammer.flatten.sandwich.5s.mov,The monster is going to nib the bone.,The monster nibbed the bone.,hammer.break.bone.5s.mov,hammer.cut.watermelon.5s.mov,comb.crush.juicebox.5s.mov,nibbing_manner_future_strawberries.wav,nibbing_manner_past_strawberries.wav,nibbing_manner_future_envelope.wav,nibbing_manner_past_envelope.wav,nibbing_manner_future_sandwich.wav,nibbing_manner_past_sandwich.wav,nibbing_manner_future_bone.wav,nibbing_manner_past_bone.wav,which_nibbing.wav,letsfindnibbing.wav,longstars.007.jpeg,xxxxx,around,molking,hop,hop.around.penguin.5.mov,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,hop.up.deer.5s.mov,crawl.around.birdhouse.5s.mov,letsfindmolking.wav,which_molking.wav,longstars.015.jpeg
10,Means_Ext,NA,10.5,Causal,Means_Ext,knife,cut,gorping,knife,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.5s.mov,Which one is gorping?,knife.bend.fork.5s.mov,poker.cut.curtain.5s.mov,The monster is going to gorp the frame. ,The monster gorped the frame. ,knife.break.frame.5s.mov,The monster is going to gorp the newspaper. ,The monster gorped the newspaper. ,knife.rip.newspaper.5s.mov,The monster is going to gorp the box.,The monster gorped the box.,knife.open.box.5s.mov,knife.crush.apple.5s.mov,trowel.cut.cheese.5s.mov,gorping_manner_future_bread.wav,gorping_manner_past_bread.wav,gorping_manner_future_frame.wav,gorping_manner_past_frame.wav,gorping_manner_future_newspaper.wav,gorping_manner_past_newspaper.wav,gorping_manner_future_box.wav,gorping_manner_past_box.wav,which_gorping.wav,letsfindgorping.wav,longstars.008.jpeg,xxxxx,between,torging,roll,roll.between.trees.5.mov,torging_manner_future_trees.wav,torging_manner_past_trees.wav,roll.through.tent.5s.mov,walk.between.buildings.5s.mov,letsfindtorging.wav,which_torging.wav,longstars.016.jpeg
10,Means_Ext,NA,10.6,Causal,Means_Ext,pliers,bend,klebbing,pliers,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.5s.mov,Which one is klebbing?,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,The monster is going to kleb the pumpkin. ,The monster klebbed the pumpkin. ,pliers.flatten.pumpkin.5s.mov,The monster is going to kleb the jar. ,The monster klebbed the jar. ,pliers.open.jar.5s.mov,The monster is going to kleb the tablecloth.,The monster klebbed the tablecloth.,pliers.rip.tablecloth.5s.mov,pliers.empty.glass.5s.mov,bat.bend.flagpole.5s.mov,klebbing_manner_future_candle.wav,klebbing_manner_past_candle.wav,klebbing_manner_future_pumpkin.wav,klebbing_manner_past_pumpkin.wav,klebbing_manner_future_jar.wav,klebbing_manner_past_jar.wav,klebbing_manner_future_tablecloth.wav,klebbing_manner_past_tablecloth.wav,which_klebbing.wav,letsfindklebbing.wav,longstars.009.jpeg,xxxxx,through,pimming,stoopwalk,stoopwalk.through.flowers.5.mov,pimming_manner_future_flowers.wav,pimming_manner_past_flowers.wav,stoopwalk.between.swings.5s.mov,tiptoe.through.lighthouse.5s.mov,letsfindpimming.wav,which_pimming.wav,longstars.017.jpeg
10,Means_Ext,NA,10.7,Causal,Means_Ext,poker,empty,wugging,poker,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.5s.mov,Which one is wugging?,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,The monster is going to wug the pants. ,The monster wugged the pants. ,poker.rip.pants.5s.mov,The monster is going to wug the piggybank. ,The monster wugged the piggybank. ,poker.break.piggybank.5s.mov,The monster is going to wug the cake.,The monster wugged the cake.,poker.flatten.cake.5s.mov,poker.bend.lamp.5s.mov,crowbar.empty.detergentcontainer.5s.mov,wugging_manner_future_trash.wav,wugging_manner_past_trash.wav,wugging_manner_future_pants.wav,wugging_manner_past_pants.wav,wugging_manner_future_piggybank.wav,wugging_manner_past_piggybank.wav,wugging_manner_future_cake.wav,wugging_manner_past_cake.wav,which_wugging.wav,letsfindwugging.wav,longstars.010.jpeg,xxxxx,over,birking,tiptoe,tiptoe.over.cone.5.mov,birking_manner_future_cone.wav,birking_manner_past_cone.wav,tiptoe.front.snowplow.5s.mov,stoopwalk.over.haystack.5s.mov,letsfindbirking.wav,which_birking.wav,longstars.018.jpeg
10,Means_Ext,NA,10.8,Causal,Means_Ext,trowel,flatten,rolting,trowel,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.5s.mov,Which one is rolting?,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,The monster is going to rolt the watering can. ,The monster rolted the watering can. ,trowel.bend.wateringcan.5s.mov,The monster is going to rolt the bottle. ,The monster rolted the bottle. ,trowel.crush.bottle.5s.mov,The monster is going to rolt the vase.,The monster rolted the vase.,trowel.empty.vase.5s.mov,trowel.rip.sack.5s.mov,knife.flatten.sponge.5s.mov,rolting_manner_future_sand.wav,rolting_manner_past_sand.wav,rolting_manner_future_wateringcan.wav,rolting_manner_past_wateringcan.wav,rolting_manner_future_bottle.wav,rolting_manner_past_bottle.wav,rolting_manner_future_vase.wav,rolting_manner_past_vase.wav,which_rolting.wav,letsfindrolting.wav,longstars.011.jpeg,xxxxx,front,dacking,walk,walk.front.elephant.5.mov,dacking_manner_future_elephant.wav,dacking_manner_past_elephant.wav,walk.over.sandpile.5s.mov,roll.front.giraffe.5s.mov,letsfinddacking.wav,which_dacking.wav,longstars.019.jpeg